recovery_id,product_id,recovery_center_id,recovery_center_name,recovery_date,material_type,weight_recovered,condition,recycling_method,recovered_by,circular_credit_amount,gps_lat,gps_lon,verification_hash
REC-20260215-65971,PETM003202602261731017493,R008,Hyderabad Green,1771149276.220598,PET Plastic,32.28,end_of_life,mechanical,Collector-19,484.16,12.75193021458703,78.05131679676674,1628b6638d232b44
REC-20260215-88524,PETM007202602261731019134,R003,Bengaluru E-Parisara,1771149407.425768,PET Plastic,19.52,excellent,chemical,Collector-56,292.81,12.629074242295975,77.90750009828508,1d2009d5f1d0d601
REC-20260215-96546,ALUM008202602261731016183,R001,Delhi Recycling Hub,1771149672.964008,Aluminum,8.78,excellent,composting,Collector-52,307.2,13.192619210644953,77.58821701118259,9b5263bfdcafb235
REC-20260215-73400,STEM003202602261731014163,R002,Mumbai Waste Warriors,1771151789.64128,Steel,34.6,good,chemical,Collector-23,1211.1,13.287234725058573,77.22011301425195,7d393ae88378fd2c
REC-20260215-49266,GLAM002202602261731019002,R001,Delhi Recycling Hub,1771152809.300617,Glass,13.52,good,chemical,Collector-45,67.59,13.149310048419713,77.4257497323782,44d876ccef8c3ecf
REC-20260215-66980,ALUM004202602261731019788,R007,Ahmedabad Waste,1771154977.340534,Aluminum,23.58,good,pyrolysis,Collector-40,825.26,13.440498610335172,77.67591639045035,38505401174e3f44
REC-20260215-89833,PETM008202602261731019708,R004,Chennai Green Center,1771155377.638888,PET Plastic,14.42,end_of_life,composting,Collector-10,216.25,13.16064935037901,77.27622749518989,426f7b28feeb5644
REC-20260215-21871,LITM001202602261731014171,R007,Ahmedabad Waste,1771156047.846652,Lithium Battery,23.37,excellent,composting,Collector-78,1051.45,13.114330261700056,77.53000041160765,f41ebf3c9590afbd
REC-20260215-66505,LITM003202602261731012526,R006,Pune Recycling,1771156144.997255,Lithium Battery,7.69,damaged,pyrolysis,Collector-39,345.99,13.395387696738723,77.72404292124331,886097004c7bd222
REC-20260215-52322,ALUM001202602261731014899,R007,Ahmedabad Waste,1771156347.566431,Aluminum,15.36,good,chemical,Collector-36,537.61,12.835573341532614,77.74983036518863,abf8a435e6c62f85
REC-20260215-40554,HDPM004202602261731013402,R001,Delhi Recycling Hub,1771156398.571424,HDPE Plastic,4.98,good,pyrolysis,Collector-2,74.7,13.079695110801271,77.97857125065482,0f69d41f1a78a266
REC-20260215-68450,STEM008202602261731017088,R007,Ahmedabad Waste,1771157426.818509,Steel,35.28,good,mechanical,Collector-75,1234.65,13.408561427854819,77.52363293600449,9f9ba7800447be28
REC-20260215-40531,PAPM001202602261731018828,R001,Delhi Recycling Hub,1771157437.71395,Paper/Cardboard,8.58,good,pyrolysis,Collector-2,68.6,13.053697624578815,77.18268082125735,7c975020d28c6817
REC-20260215-81104,HDPM008202602261731016454,R005,Kolkata Recovery,1771157441.506668,HDPE Plastic,5.33,end_of_life,mechanical,Collector-53,79.88,13.066246364291123,77.13684234221672,d49e0a40a1cebb21
REC-20260215-33072,HDPM003202602261731019596,R006,Pune Recycling,1771158908.899769,HDPE Plastic,40.33,excellent,composting,Collector-70,604.98,12.476380484940226,77.8800214936022,8fdb84cb2ec86926
REC-20260215-81132,PAPM001202602261731019072,R001,Delhi Recycling Hub,1771159129.87608,Paper/Cardboard,29.28,damaged,mechanical,Collector-18,234.26,12.815591327581183,77.95037663080448,5e6625c0c59197c3
REC-20260215-39056,GLAM004202602261731014782,R001,Delhi Recycling Hub,1771160523.518121,Glass,26.88,good,pyrolysis,Collector-23,134.4,12.933894519800909,77.94514348965507,140ada392548abab
REC-20260215-18851,PAPM003202602261731016808,R002,Mumbai Waste Warriors,1771160707.501789,Paper/Cardboard,18.78,good,chemical,Collector-34,150.24,12.682782522906216,77.160432379404,02ac002b22a3228a
REC-20260215-25584,HDPM007202602261731012686,R005,Kolkata Recovery,1771161065.177736,HDPE Plastic,16.36,damaged,composting,Collector-56,245.43,12.910486227703396,77.46594971486994,3fba7e887f16bf11
REC-20260215-99267,GLAM002202602261731017176,R003,Bengaluru E-Parisara,1771161096.750241,Glass,27.71,good,composting,Collector-92,138.57,12.751728151031267,78.06440852393533,b8653e3978655749
REC-20260215-76806,COPM001202602261731017380,R005,Kolkata Recovery,1771161185.635894,Copper,15.25,damaged,chemical,Collector-22,533.58,12.632915380765697,77.42708229212094,ed826be9c5079525
REC-20260215-78190,PAPM001202602261731016181,R001,Delhi Recycling Hub,1771162068.510927,Paper/Cardboard,9.15,good,pyrolysis,Collector-15,73.23,13.358224599997321,77.49318589384234,fe8e53cf253945c1
REC-20260215-60758,HDPM002202602261731017358,R005,Kolkata Recovery,1771162369.873575,HDPE Plastic,25.64,damaged,composting,Collector-65,384.57,12.512325687575942,77.87529473664986,9a01b9b6bc1c2312
REC-20260215-61628,PAPM001202602261731012752,R002,Mumbai Waste Warriors,1771164453.093679,Paper/Cardboard,19.94,good,mechanical,Collector-51,159.54,13.421886018988369,77.49465432240352,bc1e54ef69fce726
REC-20260215-41762,STEM005202602261731016008,R001,Delhi Recycling Hub,1771165539.932125,Steel,32.37,excellent,pyrolysis,Collector-55,1132.91,12.699405866391384,77.17618041089109,b8c0db5db4aeb0d2
REC-20260215-31627,PAPM007202602261731011076,R004,Chennai Green Center,1771165607.985713,Paper/Cardboard,11.1,good,mechanical,Collector-37,88.79,13.11421392947593,77.31832583989609,4a003a3afa3e786b
REC-20260215-94281,COPM004202602261731011640,R001,Delhi Recycling Hub,1771165753.295098,Copper,38.52,damaged,mechanical,Collector-85,1348.3,12.805829994011559,77.45626833999776,d35918c8e9dac51f
REC-20260215-71363,HDPM004202602261731014492,R005,Kolkata Recovery,1771167592.370037,HDPE Plastic,37.82,good,composting,Collector-81,567.24,12.57354937443487,77.91680310279058,64f14068e8e3dee0
REC-20260215-96645,ORGM003202602261731014342,R004,Chennai Green Center,1771168976.575041,Organic Waste,32.36,good,mechanical,Collector-81,97.09,12.51037574184356,78.03421250297198,52d0c98f43ec2a08
REC-20260215-16910,GLAM008202602261731018861,R005,Kolkata Recovery,1771169364.820305,Glass,39.15,excellent,composting,Collector-33,195.76,12.883459073622976,77.3615205619048,ccbd74f97a72907f
REC-20260215-77178,COPM008202602261731014161,R005,Kolkata Recovery,1771169367.824064,Copper,32.39,damaged,pyrolysis,Collector-52,1133.8,13.194058869547721,77.21698214488795,b9e6eb06dd1e2349
REC-20260215-84821,STEM008202602261731012617,R005,Kolkata Recovery,1771170829.721988,Steel,27.91,damaged,composting,Collector-61,976.81,12.513878269175237,77.18989270010354,63957e840bf9d283
REC-20260215-93431,COPM004202602261731015485,R008,Hyderabad Green,1771171113.186383,Copper,12.23,excellent,pyrolysis,Collector-13,428.1,13.161757407062193,77.35242253837501,66377f38ab3e302c
REC-20260215-15365,PAPM006202602261731018018,R004,Chennai Green Center,1771171476.766215,Paper/Cardboard,41.05,end_of_life,mechanical,Collector-48,328.42,13.360370923037669,77.87560578238421,b3ecece8a41f2df4
REC-20260215-80340,HDPM008202602261731016577,R002,Mumbai Waste Warriors,1771171562.003266,HDPE Plastic,26.99,damaged,composting,Collector-57,404.92,12.988194908840457,77.68632110047659,3137a0bec64fccf5
REC-20260215-50719,PETM006202602261731018155,R003,Bengaluru E-Parisara,1771171801.324772,PET Plastic,11.77,end_of_life,mechanical,Collector-38,176.59,12.862011482579252,77.4065599631038,693687159ee598ae
REC-20260215-31370,COPM002202602261731011960,R008,Hyderabad Green,1771171826.256597,Copper,32.73,damaged,mechanical,Collector-13,1145.67,12.991288029219458,77.69997074844711,69964390e15bf0d8
REC-20260215-85712,GLAM007202602261731019098,R007,Ahmedabad Waste,1771172243.448232,Glass,3.0,damaged,chemical,Collector-57,15.0,13.273811397586094,77.45529791954846,9be771dee6d505e5
REC-20260215-88018,ALUM005202602261731013874,R003,Bengaluru E-Parisara,1771172356.399337,Aluminum,34.6,damaged,mechanical,Collector-77,1211.03,12.850527363771578,78.08579183415814,b809a123b1f81f98
REC-20260215-42266,LITM005202602261731016792,R002,Mumbai Waste Warriors,1771173015.07287,Lithium Battery,6.27,excellent,chemical,Collector-45,282.06,13.285403910462984,78.00179698485408,212e38da4d6d5f52
REC-20260215-62156,ORGM002202602261731015921,R006,Pune Recycling,1771173315.234134,Organic Waste,31.79,damaged,mechanical,Collector-73,95.37,13.461675931156394,77.9844535063723,a3a0b398b21eef40
REC-20260215-35645,PAPM008202602261731014777,R008,Hyderabad Green,1771176193.081331,Paper/Cardboard,10.96,damaged,pyrolysis,Collector-15,87.69,12.850989521054906,77.33308400368969,168eefa2119db903
REC-20260215-59883,ORGM007202602261731018792,R006,Pune Recycling,1771176196.601525,Organic Waste,32.56,damaged,pyrolysis,Collector-34,97.68,13.015484562020866,77.90733602121428,8af7686005db1625
REC-20260215-64511,ALUM001202602261731019698,R002,Mumbai Waste Warriors,1771176784.123762,Aluminum,43.53,damaged,composting,Collector-75,1523.72,13.28337012418509,78.08702888586696,d9119716a08cdeb5
REC-20260215-15250,PETM001202602261731014487,R004,Chennai Green Center,1771177170.579288,PET Plastic,14.32,excellent,composting,Collector-15,214.81,13.382337291767893,77.71055611172602,a4d73bb6fb2c69cb
REC-20260215-79573,E-WM002202602261731011994,R001,Delhi Recycling Hub,1771177482.863505,E-Waste PCB,35.91,damaged,chemical,Collector-22,1616.15,12.979110960066889,77.48775684775187,c0d64c7cf4a9643a
REC-20260215-55850,LITM002202602261731011635,R002,Mumbai Waste Warriors,1771178004.600779,Lithium Battery,30.51,damaged,chemical,Collector-44,1372.73,12.474811787750063,77.96765701099197,8bf40b7d698c5dec
REC-20260215-74616,PAPM002202602261731016208,R003,Bengaluru E-Parisara,1771178737.298035,Paper/Cardboard,38.73,good,mechanical,Collector-7,309.86,12.91678626641636,78.0264786573529,314894fdd80bf363
REC-20260215-78964,HDPM003202602261731011794,R008,Hyderabad Green,1771178738.061146,HDPE Plastic,15.16,excellent,composting,Collector-63,227.35,12.754331337017165,77.37236039783271,d40553c54ac669ea
REC-20260216-73381,PETM004202602261731013479,R001,Delhi Recycling Hub,1771182809.285159,PET Plastic,22.57,damaged,composting,Collector-85,338.51,13.268898067702274,77.73414255063054,f93fae9bfca5996f
REC-20260216-46244,ALUM008202602261731014148,R005,Kolkata Recovery,1771182986.118433,Aluminum,11.74,good,composting,Collector-11,411.0,12.794027926363707,77.52302305689972,cbeaf3de561f5d5e
REC-20260216-89759,ORGM004202602261731019737,R002,Mumbai Waste Warriors,1771183248.871937,Organic Waste,10.63,excellent,mechanical,Collector-22,31.9,12.47167944834053,77.24124309332214,710d7317ae44b607
REC-20260216-14038,COPM005202602261731012739,R001,Delhi Recycling Hub,1771183795.257988,Copper,33.24,damaged,mechanical,Collector-34,1163.39,12.491012984140001,77.30245585218016,80674a087eabd7ef
REC-20260216-31230,ALUM002202602261731013458,R003,Bengaluru E-Parisara,1771184245.979858,Aluminum,35.48,damaged,composting,Collector-85,1241.89,12.886707956315114,77.54477802300026,11783634dfd554fe
REC-20260216-62378,HDPM007202602261731012511,R002,Mumbai Waste Warriors,1771184600.806485,HDPE Plastic,39.98,good,pyrolysis,Collector-47,599.65,13.331968654535853,77.86987966656379,c28c0c4a6d9669e4
REC-20260216-36474,ALUM006202602261731015569,R003,Bengaluru E-Parisara,1771185661.201836,Aluminum,18.23,good,chemical,Collector-33,638.18,13.080757228254688,77.78089138003179,fa2b21f6a5bc58e1
REC-20260216-45409,COPM006202602261731017132,R003,Bengaluru E-Parisara,1771187228.554191,Copper,26.01,good,chemical,Collector-3,910.5,13.166020086228297,77.56930122642903,54100e2e4d84b560
REC-20260216-29271,ORGM006202602261731013544,R001,Delhi Recycling Hub,1771188961.435845,Organic Waste,5.95,damaged,pyrolysis,Collector-19,17.86,13.021845828583617,78.04667402378864,f6779774552245c5
REC-20260216-40798,HDPM005202602261731015094,R005,Kolkata Recovery,1771189484.044027,HDPE Plastic,13.48,good,composting,Collector-22,202.24,12.822791959438746,77.93875450126774,b69264678b3a1f16
REC-20260216-91631,ALUM006202602261731017348,R007,Ahmedabad Waste,1771189772.389469,Aluminum,5.39,good,mechanical,Collector-14,188.72,12.99638565997182,77.59947317252495,1f7e500b0ce64cb4
REC-20260216-69614,GLAM002202602261731015751,R006,Pune Recycling,1771190948.847266,Glass,30.25,good,composting,Collector-18,151.24,13.005700315739027,77.84182722676442,2a2c9f7bc7514cba
REC-20260216-83895,PAPM001202602261731018901,R003,Bengaluru E-Parisara,1771191101.925612,Paper/Cardboard,3.97,excellent,mechanical,Collector-84,31.79,13.279617419766973,77.26473253567382,bbf6c3a8a605fad2
REC-20260216-42321,PAPM004202602261731011420,R003,Bengaluru E-Parisara,1771191575.960587,Paper/Cardboard,43.13,excellent,chemical,Collector-13,345.02,12.843785400683782,77.94763928999703,ebcb5969e1587475
REC-20260216-21748,PAPM008202602261731018100,R004,Chennai Green Center,1771192001.900582,Paper/Cardboard,14.54,damaged,mechanical,Collector-50,116.33,13.32175234886053,77.57542988877952,a3fdf0130fb6222d
REC-20260216-83085,LITM005202602261731011533,R007,Ahmedabad Waste,1771192352.080294,Lithium Battery,19.9,damaged,pyrolysis,Collector-81,895.64,12.851431569452785,77.99213141060704,98973b40069103c9
REC-20260216-86543,HDPM008202602261731012567,R005,Kolkata Recovery,1771192552.641187,HDPE Plastic,19.84,good,mechanical,Collector-88,297.61,13.292125626214947,77.31067264389172,19612047f6429a77
REC-20260216-17880,STEM006202602261731018252,R002,Mumbai Waste Warriors,1771192934.939118,Steel,22.2,good,composting,Collector-65,776.95,12.711909147969548,77.79332566098984,3a0ae6296078d3d0
REC-20260216-74407,ALUM008202602261731015806,R007,Ahmedabad Waste,1771193028.223372,Aluminum,17.98,end_of_life,chemical,Collector-40,629.23,12.810058334630138,77.78307966749205,83836311e36eac69
REC-20260216-60587,GLAM002202602261731016484,R008,Hyderabad Green,1771193494.193546,Glass,8.01,damaged,mechanical,Collector-67,40.07,13.04139951735776,77.7545064767132,8baf88139365ef67
REC-20260216-51302,PAPM003202602261731012778,R005,Kolkata Recovery,1771195154.857478,Paper/Cardboard,7.79,damaged,mechanical,Collector-17,62.34,13.144525476710296,78.0424437627018,cfecfd5b2ed519b2
REC-20260216-80550,ALUM005202602261731014401,R007,Ahmedabad Waste,1771195306.70846,Aluminum,33.48,damaged,chemical,Collector-10,1171.96,13.007762910241835,77.22318545996417,d3bcf12e85e19285
REC-20260216-80859,STEM004202602261731017122,R005,Kolkata Recovery,1771197333.130829,Steel,37.14,good,composting,Collector-91,1299.73,13.000344075432512,77.96530728840469,ab2106d201ad4305
REC-20260216-83357,HDPM007202602261731017534,R007,Ahmedabad Waste,1771197724.647716,HDPE Plastic,9.13,excellent,mechanical,Collector-66,136.93,12.647195797757284,77.8191671262885,c9c1e36a1d91cacf
REC-20260216-31187,E-WM007202602261731012364,R001,Delhi Recycling Hub,1771198210.052844,E-Waste PCB,29.22,good,pyrolysis,Collector-22,1315.02,12.826139491227716,77.81849541061055,e590b1de904fe047
REC-20260216-79027,ALUM001202602261731015584,R001,Delhi Recycling Hub,1771199042.727975,Aluminum,33.98,good,pyrolysis,Collector-66,1189.35,13.412098401116248,78.0249977459183,61256f7eb66c8f1b
REC-20260216-60367,STEM006202602261731012527,R005,Kolkata Recovery,1771199156.470703,Steel,15.52,good,pyrolysis,Collector-13,543.09,13.34459529674278,77.39565668499019,ede1a324040ed8ef
REC-20260216-77750,PAPM006202602261731017241,R007,Ahmedabad Waste,1771200410.792718,Paper/Cardboard,13.22,good,chemical,Collector-59,105.79,12.698643972939745,77.21741179462153,2b0b8980c902bba4
REC-20260216-94635,GLAM004202602261731016211,R006,Pune Recycling,1771200426.396452,Glass,45.52,end_of_life,composting,Collector-54,227.58,12.719203131965005,78.02391539647445,deba681fc9f771e2
REC-20260216-18427,ORGM001202602261731013938,R004,Chennai Green Center,1771200708.993432,Organic Waste,21.13,good,pyrolysis,Collector-39,63.39,12.617376069598333,77.99615178307242,6382a789a0652f40
REC-20260216-65685,ALUM008202602261731013986,R003,Bengaluru E-Parisara,1771201868.921295,Aluminum,44.41,good,composting,Collector-59,1554.36,12.910230553671983,77.47800719262852,d76625375749935e
REC-20260216-47175,STEM001202602261731016023,R005,Kolkata Recovery,1771202360.079052,Steel,48.19,good,pyrolysis,Collector-7,1686.72,12.996112336005902,77.70289146860863,dd3e2e2ff1a9cfae
REC-20260216-61552,LITM001202602261731015889,R003,Bengaluru E-Parisara,1771203324.478826,Lithium Battery,5.59,good,pyrolysis,Collector-97,251.68,13.175464870014808,77.37317035021717,cfb390206c72a2c0
REC-20260216-65175,HDPM007202602261731017857,R004,Chennai Green Center,1771203531.830298,HDPE Plastic,28.6,end_of_life,mechanical,Collector-84,429.05,13.17408607881866,77.17197130025218,75b680d3a1c34de3
REC-20260216-14612,E-WM003202602261731014796,R002,Mumbai Waste Warriors,1771203792.444643,E-Waste PCB,16.59,good,mechanical,Collector-2,746.69,13.00149707291164,77.14824798831431,a0f291dae024e4aa
REC-20260216-35653,COPM006202602261731017956,R001,Delhi Recycling Hub,1771203805.463838,Copper,21.45,good,mechanical,Collector-86,750.9,12.950262870501453,77.6302060799924,b0812e8278e78d2a
REC-20260216-60350,ORGM007202602261731013532,R006,Pune Recycling,1771204525.880531,Organic Waste,21.52,good,mechanical,Collector-13,64.55,12.728435832214577,77.10878018295504,47ae60ca8e0e1280
REC-20260216-99772,E-WM005202602261731016509,R001,Delhi Recycling Hub,1771204808.210471,E-Waste PCB,41.91,good,composting,Collector-43,1885.99,13.35959571461876,77.32793513323158,f5b7736a05947a69
REC-20260216-30934,ORGM002202602261731018513,R005,Kolkata Recovery,1771206180.780871,Organic Waste,2.43,good,pyrolysis,Collector-59,7.28,12.545831385754028,78.03448333185895,793e677958a5ff6d
REC-20260216-20301,PAPM003202602261731011868,R006,Pune Recycling,1771207868.455425,Paper/Cardboard,10.43,good,mechanical,Collector-23,83.47,13.273003950069882,77.31939012308544,ceb668dec254afc6
REC-20260216-46873,ALUM005202602261731014476,R006,Pune Recycling,1771208210.60197,Aluminum,17.37,damaged,composting,Collector-19,607.92,13.43791768369666,77.46637981316334,04d64eb027bdf6c6
REC-20260216-35563,PAPM007202602261731015067,R002,Mumbai Waste Warriors,1771208549.570882,Paper/Cardboard,41.11,end_of_life,pyrolysis,Collector-2,328.89,13.326478877486416,77.1725527162698,0878ce79ebfe62b8
REC-20260216-13599,E-WM007202602261731018134,R008,Hyderabad Green,1771209039.640587,E-Waste PCB,13.82,good,mechanical,Collector-61,621.95,13.404201686901471,77.25217734087153,322542d8f7e7bf0a
REC-20260216-30726,ORGM004202602261731011533,R008,Hyderabad Green,1771212070.858367,Organic Waste,24.35,excellent,chemical,Collector-21,73.05,12.68508282428766,77.80826937657123,0a34698792aaa179
REC-20260216-35517,PAPM002202602261731015085,R003,Bengaluru E-Parisara,1771212314.403823,Paper/Cardboard,14.12,damaged,composting,Collector-82,112.96,13.18629971561466,77.96258962040316,575acb3c4e1dae00
REC-20260216-99383,ALUM002202602261731018825,R002,Mumbai Waste Warriors,1771213066.849852,Aluminum,28.5,damaged,mechanical,Collector-62,997.43,13.3712054193127,77.26023139420211,a16966b475fec5b3
REC-20260216-91397,E-WM008202602261731015341,R002,Mumbai Waste Warriors,1771213205.487982,E-Waste PCB,41.84,damaged,chemical,Collector-92,1883.02,13.461936414749903,77.28233095520346,2d1bbf226ee6fa7d
REC-20260216-17034,PAPM006202602261731015850,R005,Kolkata Recovery,1771214349.596507,Paper/Cardboard,20.45,excellent,pyrolysis,Collector-78,163.6,12.716645967816664,77.64827459039337,5de256bd3cdca255
REC-20260216-48841,HDPM001202602261731019292,R008,Hyderabad Green,1771214989.510074,HDPE Plastic,10.91,good,mechanical,Collector-14,163.7,13.255474355113366,77.18481435930597,ebbc15a4239d8939
REC-20260216-68768,GLAM008202602261731016350,R003,Bengaluru E-Parisara,1771215341.518569,Glass,2.25,damaged,pyrolysis,Collector-8,11.27,13.155278470032485,77.11299005698437,db87248c906cbba2
REC-20260216-16868,PETM001202602261731011414,R003,Bengaluru E-Parisara,1771215380.729914,PET Plastic,23.58,good,mechanical,Collector-87,353.64,13.049590496029726,77.56337746446866,b418ca0510ec4580
REC-20260216-94002,HDPM005202602261731012792,R005,Kolkata Recovery,1771215431.256679,HDPE Plastic,35.28,good,mechanical,Collector-31,529.13,13.253316457346441,77.8236710423689,13427ec5173ea201
REC-20260216-13101,HDPM008202602261731015840,R003,Bengaluru E-Parisara,1771216396.178151,HDPE Plastic,38.92,good,chemical,Collector-67,583.87,12.783844997358766,77.14921064797592,af6f9c656fe4971b
REC-20260216-17250,GLAM001202602261731013911,R007,Ahmedabad Waste,1771216632.664795,Glass,13.28,damaged,composting,Collector-27,66.39,13.296769754986933,77.39415698286567,659e8a111c861fd8
REC-20260216-54582,ORGM001202602261731017824,R001,Delhi Recycling Hub,1771216776.314128,Organic Waste,4.79,excellent,chemical,Collector-67,14.36,13.190078257260652,77.53694067098863,cbf9a46f33abb959
REC-20260216-28038,HDPM004202602261731014873,R005,Kolkata Recovery,1771217582.934482,HDPE Plastic,33.78,good,composting,Collector-87,506.65,13.421780034538553,77.89470496960853,dc9771d53d049356
REC-20260216-61933,PAPM002202602261731013194,R007,Ahmedabad Waste,1771217747.489537,Paper/Cardboard,29.87,excellent,mechanical,Collector-43,238.97,13.12344060966553,77.14673791926727,44e1d0d68b97f994
REC-20260216-45224,ALUM001202602261731011893,R004,Chennai Green Center,1771218542.758827,Aluminum,35.33,damaged,composting,Collector-81,1236.6,13.40336828339867,77.92041881234996,a0f0d0d1ddf45a1b
REC-20260216-69231,GLAM005202602261731019401,R002,Mumbai Waste Warriors,1771219058.666318,Glass,16.64,good,mechanical,Collector-30,83.21,12.772806052000302,77.7510516385259,f46c7937341d4a64
REC-20260216-23907,PAPM006202602261731019784,R002,Mumbai Waste Warriors,1771219469.296578,Paper/Cardboard,35.69,excellent,mechanical,Collector-14,285.49,12.819393163928078,77.89645419262567,753c56f2ec1fad45
REC-20260216-83860,LITM004202602261731017210,R008,Hyderabad Green,1771221013.347398,Lithium Battery,14.89,excellent,chemical,Collector-95,669.96,13.014926063015267,77.31122631439992,d96de7394dedf95b
REC-20260216-94272,PETM005202602261731011934,R002,Mumbai Waste Warriors,1771222132.850245,PET Plastic,8.94,good,pyrolysis,Collector-86,134.08,13.006447885065512,77.66692292356709,423b89c18fd719c4
REC-20260216-72760,STEM007202602261731012565,R006,Pune Recycling,1771222564.251415,Steel,0.45,good,mechanical,Collector-47,15.9,13.09367887057685,77.1814527639823,1eef3186a08c15c2
REC-20260216-35363,PAPM001202602261731017218,R002,Mumbai Waste Warriors,1771226214.518554,Paper/Cardboard,16.38,good,composting,Collector-97,131.08,13.169683132888132,77.88873860046071,94e1f82bae668dfc
REC-20260216-22746,ORGM006202602261731017159,R006,Pune Recycling,1771226841.794963,Organic Waste,17.67,damaged,chemical,Collector-86,53.02,13.090100925735868,77.84026778354037,3a65b77525c303b9
REC-20260216-77687,HDPM007202602261731017790,R002,Mumbai Waste Warriors,1771226887.727961,HDPE Plastic,24.81,excellent,pyrolysis,Collector-77,372.16,12.875475202167635,77.76149410207398,ad85924f9c59d25f
REC-20260216-95198,HDPM004202602261731012231,R008,Hyderabad Green,1771229091.843247,HDPE Plastic,2.44,good,composting,Collector-25,36.64,13.2490959361135,78.03545888168308,d241edd36c2bd8bc
REC-20260216-73127,PETM008202602261731016967,R007,Ahmedabad Waste,1771230401.55575,PET Plastic,7.9,end_of_life,mechanical,Collector-45,118.5,13.209608213485014,77.76840985441711,557932c744ce187b
REC-20260216-79516,PETM003202602261731013522,R007,Ahmedabad Waste,1771230584.882467,PET Plastic,1.16,good,chemical,Collector-9,17.44,12.746995120039358,77.22693572650869,4ab5c0b1fe898662
REC-20260216-32121,HDPM003202602261731019622,R006,Pune Recycling,1771230692.789557,HDPE Plastic,39.64,good,pyrolysis,Collector-80,594.55,12.74360198402211,77.23653438546333,d79a2dcf1772d1d4
REC-20260216-42375,GLAM005202602261731011418,R003,Bengaluru E-Parisara,1771232484.451635,Glass,13.29,excellent,pyrolysis,Collector-18,66.46,13.45111723335638,77.3156323649844,fa252270f4919e3e
REC-20260216-96155,GLAM006202602261731018304,R008,Hyderabad Green,1771232654.060394,Glass,9.62,good,mechanical,Collector-42,48.1,13.257107749430055,77.2751658125818,431c8776f1bda1e0
REC-20260216-93076,GLAM008202602261731012406,R007,Ahmedabad Waste,1771232690.223703,Glass,7.66,damaged,chemical,Collector-89,38.28,12.723781865681017,78.03036765715386,e3ac6c37be99f45b
REC-20260216-12321,HDPM008202602261731017494,R006,Pune Recycling,1771233047.634663,HDPE Plastic,25.78,good,mechanical,Collector-27,386.66,12.654090943669807,77.31923798549245,fcf41bc81eb32754
REC-20260216-66091,COPM005202602261731016596,R006,Pune Recycling,1771233174.428827,Copper,3.34,good,composting,Collector-57,116.87,12.620110659022028,77.71333426567884,c6ada54daf64bd7a
REC-20260216-74856,LITM001202602261731013105,R001,Delhi Recycling Hub,1771233437.056958,Lithium Battery,46.23,good,chemical,Collector-86,2080.13,12.666869245009977,77.46806162432797,ba4f19e8215ed5fc
REC-20260216-98139,PAPM007202602261731016963,R006,Pune Recycling,1771234106.415455,Paper/Cardboard,23.46,excellent,chemical,Collector-30,187.65,13.149176392784998,77.94891296281699,9a6cf6bcec2b28a4
REC-20260216-67530,E-WM006202602261731019805,R005,Kolkata Recovery,1771234803.094946,E-Waste PCB,42.04,good,mechanical,Collector-25,1891.65,12.75578048896923,77.87708775895224,baf411f670e2ce97
REC-20260216-97602,ALUM008202602261731015148,R007,Ahmedabad Waste,1771235258.684428,Aluminum,10.32,damaged,mechanical,Collector-82,361.15,12.624350129877286,77.9676380701685,48eca7f7efe45539
REC-20260216-41326,ALUM007202602261731019696,R001,Delhi Recycling Hub,1771235658.071886,Aluminum,46.9,good,mechanical,Collector-45,1641.6,12.865350136824048,77.51232938496946,867a0366134d5131
REC-20260216-85847,E-WM002202602261731016871,R004,Chennai Green Center,1771236792.325978,E-Waste PCB,15.22,excellent,composting,Collector-53,684.83,12.61822582987849,77.63827206148865,023a4564733fb411
REC-20260216-33658,LITM005202602261731019384,R001,Delhi Recycling Hub,1771237091.37771,Lithium Battery,7.76,excellent,chemical,Collector-57,349.4,12.829695991896326,78.0445938508548,d5b63c7fb055c14b
REC-20260216-93945,ORGM004202602261731015892,R007,Ahmedabad Waste,1771238656.431527,Organic Waste,32.43,damaged,chemical,Collector-53,97.28,12.722401313145037,77.27844407884194,b19c9ab03e0cdb96
REC-20260216-32674,PETM003202602261731013329,R008,Hyderabad Green,1771239635.263493,PET Plastic,11.48,damaged,chemical,Collector-38,172.26,13.079012926351753,77.71337171891912,d8bf41d8b6d931e5
REC-20260216-96470,E-WM005202602261731011783,R004,Chennai Green Center,1771239943.746724,E-Waste PCB,30.8,good,pyrolysis,Collector-11,1385.87,12.933718326697603,77.45894905704615,97bf350cdc27558b
REC-20260216-44199,ORGM001202602261731011346,R008,Hyderabad Green,1771239990.964423,Organic Waste,36.87,good,mechanical,Collector-55,110.62,13.319188945075853,77.1619406230182,c135e53bc841ddf1
REC-20260216-37417,STEM006202602261731017473,R001,Delhi Recycling Hub,1771240087.924262,Steel,31.55,damaged,composting,Collector-56,1104.18,12.855912631025204,77.6702904260859,380ec3f5800eaa1d
REC-20260216-81852,LITM007202602261731016383,R002,Mumbai Waste Warriors,1771241138.772821,Lithium Battery,27.29,excellent,mechanical,Collector-46,1227.94,12.764882727455605,77.4331464186791,bebf55f701974c47
REC-20260216-86817,E-WM007202602261731014798,R007,Ahmedabad Waste,1771242517.974167,E-Waste PCB,26.06,good,chemical,Collector-52,1172.92,12.936944077757898,77.90849821796843,13b16027c571f89b
