product_id,batch_number,manufacturer_id,manufacturer_name,material_type,material_category,weight_kg,carbon_footprint,recyclable_percentage,gst_hsn_code,manufacturing_date,expiry_date,qr_code_hash,gps_lat,gps_lon,source
LITM002202602261731011791,BATCH-202602-608,M002,Relacy Plastics,Lithium Battery,e_waste,10.33,258.29,0.6,3921746,1769918128.799012,,9e8faae0cb5863b0,19.111756592747554,72.8762162112367,manufacturing
ORGM006202602261731012881,BATCH-202602-770,M006,Amul Dairy,Organic Waste,organic,5.11,1.02,0.95,3948596,1769918174.647477,1782705374.647477,cebc35af2f861f2f,22.5422733913598,72.90186773821858,manufacturing
STEM004202602261731016736,BATCH-202602-653,M004,Kumar Paper Mills,Steel,metal,27.26,49.07,0.88,3926362,1769918338.683729,,bbd62ba60f4030b1,13.055161573968528,80.22808752756434,manufacturing
GLAM006202602261731018201,BATCH-202602-942,M006,Amul Dairy,Glass,glass,30.03,24.02,0.8,3915586,1769918350.911385,,ab9d25b532cc2108,22.501607767675278,72.90911505532766,manufacturing
E-WM006202602261731014826,BATCH-202602-628,M006,Amul Dairy,E-Waste PCB,e_waste,20.31,304.62,0.7,3920456,1769918465.403545,,e7e2a3c4493b22e9,22.550083256094283,73.01519669389349,manufacturing
LITM005202602261731011212,BATCH-202602-282,M005,GreenGlass India,Lithium Battery,e_waste,2.16,53.99,0.6,3992590,1769918477.925069,,8a029c9cc4102313,12.951258800428983,77.69374756967947,manufacturing
ALUM007202602261731017363,BATCH-202602-541,M007,Apple India,Aluminum,metal,39.35,314.83,0.95,3939652,1769918652.455062,,2c53f0b17f994b9d,12.958289806816028,77.60568415800338,manufacturing
ALUM003202602261731013400,BATCH-202602-264,M003,Dixit E-Waste,Aluminum,metal,43.03,344.22,0.95,3991333,1769919220.129972,,3cb8ca9fc570f5e4,28.519500940959038,77.15133240870124,manufacturing
LITM005202602261731015440,BATCH-202602-175,M005,GreenGlass India,Lithium Battery,e_waste,44.88,1122.01,0.6,3950869,1769919239.413637,,79ff9a1688fe0494,12.949512666172792,77.56363457761718,manufacturing
GLAM004202602261731018577,BATCH-202602-735,M004,Kumar Paper Mills,Glass,glass,6.36,5.09,0.8,3925497,1769919303.244983,,97b22cb702b51ea2,13.009949497680369,80.17559952324808,manufacturing
ORGM002202602261731015836,BATCH-202602-119,M002,Relacy Plastics,Organic Waste,organic,38.65,7.73,0.95,3934510,1769919369.886111,1800159369.886111,0d161e99a53064b1,19.132882057672774,72.85243544930843,manufacturing
STEM001202602261731015135,BATCH-202602-730,M001,Tata Steel,Steel,metal,47.18,84.92,0.88,3992381,1769920205.603033,,5e2e07e2e2778030,22.789361360131924,86.1781950904542,manufacturing
COPM003202602261731012505,BATCH-202602-963,M003,Dixit E-Waste,Copper,metal,29.81,104.35,0.92,3927546,1769920434.85638,,f3844ea45ec91e29,28.567154226113896,77.14154375776785,manufacturing
LITM002202602261731014143,BATCH-202602-637,M002,Relacy Plastics,Lithium Battery,e_waste,1.3,32.6,0.6,3939902,1769920741.899723,,50f0f512fb4e2d0a,19.134798289754308,72.80306331158943,manufacturing
STEM001202602261731011170,BATCH-202602-702,M001,Tata Steel,Steel,metal,13.26,23.87,0.88,3958641,1769920769.817724,,ebaf65d969611c43,22.876254297931307,86.25122859846482,manufacturing
ALUM005202602261731013917,BATCH-202602-377,M005,GreenGlass India,Aluminum,metal,44.7,357.58,0.95,3999436,1769921098.1107,,e13d31adca1be624,13.063524859124627,77.64823345488163,manufacturing
PETM006202602261731013404,BATCH-202602-832,M006,Amul Dairy,PET Plastic,plastic,36.33,90.82,0.85,3922491,1769921320.645974,,ebaab8acf3236048,22.567026456088225,72.97397981401498,manufacturing
E-WM008202602261731014817,BATCH-202602-952,M008,Samsung India,E-Waste PCB,e_waste,5.16,77.36,0.7,3914779,1769921592.13692,,8045c13657b21362,28.47561412527161,77.42843348904077,manufacturing
ORGM002202602261731018675,BATCH-202602-770,M002,Relacy Plastics,Organic Waste,organic,49.65,9.93,0.95,3919885,1769922071.062038,1791522071.062038,a99de4c6d4823863,19.139551153655148,72.87084303316368,manufacturing
COPM007202602261731011446,BATCH-202602-376,M007,Apple India,Copper,metal,20.42,71.47,0.92,3945680,1769922082.440647,,be936232489cbf9a,12.968902203554673,77.50066302734872,manufacturing
HDPM007202602261731015166,BATCH-202602-953,M007,Apple India,HDPE Plastic,plastic,9.78,22.5,0.9,3960320,1769922980.713814,,ccae0ed4ecd5e729,12.963009201658599,77.65088408072975,manufacturing
ORGM006202602261731017367,BATCH-202602-357,M006,Amul Dairy,Organic Waste,organic,29.56,5.91,0.95,3955965,1769923487.951884,1792733087.951884,f54d6945167d54b8,22.587972535867284,72.99164765085219,manufacturing
COPM007202602261731012828,BATCH-202602-614,M007,Apple India,Copper,metal,22.31,78.08,0.92,3964343,1769923564.555536,,4d6437035c5fd540,13.05867306045685,77.49618725517021,manufacturing
STEM006202602261731012044,BATCH-202602-624,M006,Amul Dairy,Steel,metal,36.54,65.78,0.88,3968702,1769923574.493335,,2696d7212a108b5f,22.54865295725282,72.94794615212791,manufacturing
E-WM006202602261731013126,BATCH-202602-317,M006,Amul Dairy,E-Waste PCB,e_waste,4.77,71.51,0.7,3960834,1769924199.782453,,dd83db75bed098e0,22.608273931978143,72.93403913096606,manufacturing
HDPM005202602261731016002,BATCH-202602-951,M005,GreenGlass India,HDPE Plastic,plastic,20.08,46.18,0.9,3987703,1769924242.477743,,a20f74c2eaad42e1,12.920517632926973,77.61609219102034,manufacturing
GLAM002202602261731016924,BATCH-202602-562,M002,Relacy Plastics,Glass,glass,13.36,10.68,0.8,3943342,1769925124.475723,,67420cc102f848f3,19.029881645904997,72.96940536341233,manufacturing
LITM002202602261731016119,BATCH-202602-548,M002,Relacy Plastics,Lithium Battery,e_waste,45.23,1130.69,0.6,3911580,1769925415.775438,,4b47bc576a01e12f,19.066806954372918,72.9589110162813,manufacturing
HDPM006202602261731016536,BATCH-202602-942,M006,Amul Dairy,HDPE Plastic,plastic,12.28,28.25,0.9,3998532,1769925798.313344,,91411563d9ca669d,22.542682095763983,72.85827246868705,manufacturing
STEM001202602261731018484,BATCH-202602-936,M001,Tata Steel,Steel,metal,30.56,55.0,0.88,3996788,1769926052.619214,,0d77e59c751dd5de,22.80817632169501,86.14643856992382,manufacturing
STEM007202602261731012565,BATCH-202602-922,M007,Apple India,Steel,metal,0.64,1.15,0.88,3937607,1769926564.251415,,627c98e7957f1f0c,13.038536993446025,77.57121527393204,manufacturing
HDPM006202602261731017534,BATCH-202602-606,M006,Amul Dairy,HDPE Plastic,plastic,46.16,106.16,0.9,3944890,1769926622.477233,,2db8abaf54a453ad,22.588222752138126,72.83729153308093,manufacturing
HDPM003202602261731011972,BATCH-202602-296,M003,Dixit E-Waste,HDPE Plastic,plastic,24.42,56.17,0.9,3942581,1769926813.397596,,515195b0fcef6c37,28.628377572874538,77.15530089933873,manufacturing
ALUM005202602261731015961,BATCH-202602-657,M005,GreenGlass India,Aluminum,metal,5.12,41.0,0.95,3931706,1769926969.417661,,9dc7c00ddf220ad0,13.059921397573719,77.52543885337592,manufacturing
STEM007202602261731015213,BATCH-202602-296,M007,Apple India,Steel,metal,45.89,82.6,0.88,3910305,1769927707.777791,,4f6433ceb199b233,12.982866290490154,77.56417326728163,manufacturing
LITM006202602261731015886,BATCH-202602-522,M006,Amul Dairy,Lithium Battery,e_waste,19.85,496.34,0.6,3920381,1769928033.688057,,b0a8b3d12ba79e29,22.519074031514272,72.95135489364097,manufacturing
ALUM002202602261731019700,BATCH-202602-940,M002,Relacy Plastics,Aluminum,metal,44.89,359.11,0.95,3974267,1769928444.881707,,1ffd7e146f39a74f,19.08252707071476,72.96112460993464,manufacturing
HDPM002202602261731016399,BATCH-202602-348,M002,Relacy Plastics,HDPE Plastic,plastic,28.34,65.18,0.9,3939357,1769928641.585473,,05bcf8fdb95dfcf5,18.979256727761154,72.9176606497187,manufacturing
E-WM004202602261731017528,BATCH-202602-628,M004,Kumar Paper Mills,E-Waste PCB,e_waste,8.46,126.84,0.7,3960402,1769928694.863847,,47bd651acd35a304,13.036570650084755,80.26266639623326,manufacturing
ALUM005202602261731016671,BATCH-202602-679,M005,GreenGlass India,Aluminum,metal,47.44,379.52,0.95,3927108,1769928958.651648,,e30a266f05632067,12.938589294963423,77.56097645258978,manufacturing
STEM007202602261731019875,BATCH-202602-094,M007,Apple India,Steel,metal,47.75,85.94,0.88,3983858,1769929067.838236,,9ae45f8456449790,12.994426454011608,77.68941720219512,manufacturing
E-WM001202602261731013810,BATCH-202602-173,M001,Tata Steel,E-Waste PCB,e_waste,19.06,285.84,0.7,3941777,1769929347.484163,,e4abda567ca834a0,22.8363559332036,86.30099390954085,manufacturing
PAPM006202602261731014502,BATCH-202602-943,M006,Amul Dairy,Paper/Cardboard,paper,43.88,21.94,0.75,3934491,1769929831.356667,1789024231.356667,fd8a0a533f135edd,22.500301120002852,72.97842569901263,manufacturing
E-WM008202602261731011513,BATCH-202602-193,M008,Samsung India,E-Waste PCB,e_waste,3.18,47.75,0.7,3924554,1769929942.25159,,a2605e5191207353,28.59340881387116,77.30999796222173,manufacturing
E-WM007202602261731017161,BATCH-202602-192,M007,Apple India,E-Waste PCB,e_waste,29.89,448.35,0.7,3943269,1769930211.974275,,99dd9280ab17126f,12.95945921107739,77.67828923699372,manufacturing
LITM002202602261731018335,BATCH-202602-899,M002,Relacy Plastics,Lithium Battery,e_waste,29.16,728.94,0.6,3962899,1769930277.243088,,a5e10b845a60bb20,19.021653000831385,72.97284619212418,manufacturing
HDPM002202602261731015300,BATCH-202602-954,M002,Relacy Plastics,HDPE Plastic,plastic,4.67,10.75,0.9,3959416,1769931105.435987,,09cd30daa44aa694,19.021871191095407,72.92521864565042,manufacturing
PAPM005202602261731013356,BATCH-202602-412,M005,GreenGlass India,Paper/Cardboard,paper,34.2,17.1,0.75,3914505,1769931266.453837,1787124866.453837,ae0f896b870c8124,13.009702750834196,77.50445819510482,manufacturing
LITM004202602261731012511,BATCH-202602-813,M004,Kumar Paper Mills,Lithium Battery,e_waste,44.45,1111.22,0.6,3971397,1769931420.565473,,99b0cf629220b4ab,12.989852942301422,80.33332809018316,manufacturing
PETM006202602261731015860,BATCH-202602-181,M006,Amul Dairy,PET Plastic,plastic,45.48,113.71,0.85,3941500,1769931683.671873,,5696fd2231318e03,22.54696029708091,72.88715353961759,manufacturing
PETM006202602261731012431,BATCH-202602-507,M006,Amul Dairy,PET Plastic,plastic,23.3,58.25,0.85,3972684,1769931864.669717,,8e8ac5ea9696b29b,22.549003960814535,72.90910567547483,manufacturing
STEM003202602261731017560,BATCH-202602-189,M003,Dixit E-Waste,Steel,metal,11.34,20.4,0.88,3981719,1769932171.869417,,cc36def1655749c6,28.682242597897663,77.2723117671198,manufacturing
ALUM007202602261731019388,BATCH-202602-368,M007,Apple India,Aluminum,metal,34.81,278.5,0.95,3922634,1769932345.946538,,4d7826b6d6ce8e1d,12.992727088067603,77.57011842206234,manufacturing
ALUM001202602261731011846,BATCH-202602-310,M001,Tata Steel,Aluminum,metal,25.55,204.41,0.95,3999414,1769932439.645177,,15d914d740a4c8cd,22.79176795983653,86.29883853280424,manufacturing
ALUM006202602261731017935,BATCH-202602-128,M006,Amul Dairy,Aluminum,metal,39.17,313.37,0.95,3956262,1769932478.178393,,2f878a2152bf7927,22.505844527651973,73.01131618074324,manufacturing
ORGM004202602261731011651,BATCH-202602-598,M004,Kumar Paper Mills,Organic Waste,organic,21.25,4.25,0.95,3982635,1769932555.043823,1786434955.043823,c5c38d8d96e31a21,13.169641251547286,80.2115518398847,manufacturing
E-WM006202602261731014506,BATCH-202602-244,M006,Amul Dairy,E-Waste PCB,e_waste,16.05,240.7,0.7,3928649,1769932774.141203,,3a65540c415dea35,22.537843710551765,72.90347585833895,manufacturing
ALUM007202602261731011306,BATCH-202602-636,M007,Apple India,Aluminum,metal,18.52,148.17,0.95,3940428,1769932955.992217,,a2d2aa7587dc829c,13.015800712536786,77.62625788347596,manufacturing
HDPM006202602261731018158,BATCH-202602-592,M006,Amul Dairy,HDPE Plastic,plastic,6.36,14.63,0.9,3956813,1769932966.376532,,da6f6976629a64d6,22.61421356233895,73.00439437574047,manufacturing
STEM004202602261731019052,BATCH-202602-339,M004,Kumar Paper Mills,Steel,metal,41.71,75.07,0.88,3934180,1769933758.714157,,a23fca944e1bdc70,13.142197448387073,80.31567668729075,manufacturing
E-WM001202602261731017081,BATCH-202602-903,M001,Tata Steel,E-Waste PCB,e_waste,24.87,373.06,0.7,3983989,1769934017.078041,,811c3d7fc445d1d2,22.759546606592544,86.13947437262594,manufacturing
LITM006202602261731012633,BATCH-202602-098,M006,Amul Dairy,Lithium Battery,e_waste,23.29,582.13,0.6,3956145,1769934351.257421,,4c5fc127dd1c59f8,22.608973375539268,72.94199925531191,manufacturing
ALUM004202602261731014115,BATCH-202602-601,M004,Kumar Paper Mills,Aluminum,metal,24.43,195.44,0.95,3999168,1769934481.529804,,251f3a21c1db9137,13.177927453102205,80.31963025193625,manufacturing
GLAM001202602261731011390,BATCH-202602-055,M001,Tata Steel,Glass,glass,9.09,7.28,0.8,3910149,1769934553.237436,,94e30ed1bca705dc,22.837961835897275,86.2596543252683,manufacturing
PAPM008202602261731013336,BATCH-202602-852,M008,Samsung India,Paper/Cardboard,paper,49.2,24.6,0.75,3943397,1769934599.636701,1774254599.636701,ce9e271edc7c74b0,28.458665713611392,77.35180123915727,manufacturing
ALUM008202602261731011560,BATCH-202602-833,M008,Samsung India,Aluminum,metal,24.1,192.77,0.95,3994719,1769934850.195448,,69f7a77413a7cd75,28.44003880704508,77.33783091985252,manufacturing
PETM008202602261731012524,BATCH-202602-334,M008,Samsung India,PET Plastic,plastic,36.0,89.99,0.85,3981510,1769934888.73939,,9808f335b9a8ba74,28.628391613266924,77.47550072885879,manufacturing
ALUM004202602261731015285,BATCH-202602-096,M004,Kumar Paper Mills,Aluminum,metal,38.3,306.38,0.95,3982320,1769935116.499593,,a09520b361db787f,13.057540083792684,80.33567403331561,manufacturing
ORGM003202602261731011828,BATCH-202602-946,M003,Dixit E-Waste,Organic Waste,organic,11.89,2.38,0.95,3943823,1769935123.240067,1782203923.240067,50341285f8b759cd,28.640571444540445,77.19243181226358,manufacturing
COPM004202602261731018286,BATCH-202602-600,M004,Kumar Paper Mills,Copper,metal,17.78,62.24,0.92,3943750,1769935199.252986,,765ec79fe5f29008,13.10803544000354,80.272444731197,manufacturing
ORGM007202602261731012676,BATCH-202602-928,M007,Apple India,Organic Waste,organic,13.42,2.68,0.95,3989510,1769935977.802606,1778057577.802606,d6253fd8ed5fcfe6,13.054674739482541,77.60827700687075,manufacturing
HDPM001202602261731013997,BATCH-202602-920,M001,Tata Steel,HDPE Plastic,plastic,30.42,69.96,0.9,3941200,1769936023.435489,,764c0f393dbd9293,22.83721732723308,86.19419989666635,manufacturing
HDPM006202602261731014452,BATCH-202602-372,M006,Amul Dairy,HDPE Plastic,plastic,38.26,88.0,0.9,3957925,1769936182.730465,,8958f3114c2839e5,22.659757495713855,72.86031883001576,manufacturing
HDPM008202602261731019106,BATCH-202602-460,M008,Samsung India,HDPE Plastic,plastic,32.49,74.72,0.9,3999546,1769936334.237578,,fa4ee19c2930ee6c,28.439661384942134,77.34860215629072,manufacturing
ORGM003202602261731013979,BATCH-202602-172,M003,Dixit E-Waste,Organic Waste,organic,25.78,5.16,0.95,3997450,1769936924.354896,1792573724.354896,cd18d0721af16543,28.633206672499472,77.12276857940826,manufacturing
E-WM007202602261731015317,BATCH-202602-385,M007,Apple India,E-Waste PCB,e_waste,39.67,594.99,0.7,3948226,1769937904.066747,,4768fd0dfa758f36,13.028047690956093,77.67685331571073,manufacturing
STEM006202602261731018518,BATCH-202602-187,M006,Amul Dairy,Steel,metal,47.88,86.19,0.88,3926957,1769937993.395917,,243020019cd7eb62,22.48214869776287,72.84408775934017,manufacturing
HDPM007202602261731012568,BATCH-202602-358,M007,Apple India,HDPE Plastic,plastic,39.22,90.21,0.9,3985565,1769938100.347952,,b13c07e3072d4d17,12.915304966663088,77.58252582177451,manufacturing
PAPM007202602261731016963,BATCH-202602-708,M007,Apple India,Paper/Cardboard,paper,27.42,13.71,0.75,3979250,1769938106.415455,1793006906.415455,e16b2de298720c2b,12.908923553770029,77.65445798329094,manufacturing
HDPM005202602261731014674,BATCH-202602-707,M005,GreenGlass India,HDPE Plastic,plastic,47.13,108.4,0.9,3950234,1769938134.366774,,996a4dad7c64571e,13.019413708861531,77.62716083264483,manufacturing
ORGM005202602261731018353,BATCH-202602-166,M005,GreenGlass India,Organic Waste,organic,3.32,0.66,0.95,3927209,1769938153.335151,1794216553.335151,cfa79ffb0dd20d80,12.896447763941257,77.55043186976059,manufacturing
E-WM002202602261731018246,BATCH-202602-513,M002,Relacy Plastics,E-Waste PCB,e_waste,43.98,659.68,0.7,3985687,1769938205.680625,,9594aafa17d623a1,19.004546435029987,72.85848866130334,manufacturing
HDPM008202602261731018377,BATCH-202602-028,M008,Samsung India,HDPE Plastic,plastic,47.32,108.83,0.9,3929275,1769938603.919027,,3545e57f47e0280f,28.481099798070677,77.42686193148424,manufacturing
LITM002202602261731018333,BATCH-202602-461,M002,Relacy Plastics,Lithium Battery,e_waste,32.83,820.73,0.6,3978725,1769938765.597227,,940aa1d2e1e8f828,19.15455351465498,72.8210252669193,manufacturing
PETM008202602261731013554,BATCH-202602-361,M008,Samsung India,PET Plastic,plastic,8.75,21.88,0.85,3982541,1769938821.391884,,694f5a1a6849edfa,28.518578598969913,77.44398803154142,manufacturing
PETM003202602261731014933,BATCH-202602-651,M003,Dixit E-Waste,PET Plastic,plastic,23.09,57.72,0.85,3932531,1769938864.855994,,d90c0a48cbb94d30,28.552823666883288,77.28927098906392,manufacturing
PETM007202602261731011645,BATCH-202602-213,M007,Apple India,PET Plastic,plastic,3.13,7.81,0.85,3940520,1769938999.014745,,1e04dc8172b76d68,12.992020503401795,77.61744176134805,manufacturing
HDPM007202602261731019674,BATCH-202602-494,M007,Apple India,HDPE Plastic,plastic,46.09,106.0,0.9,3915543,1769939131.692068,,b105d01851e8046c,12.957173915374435,77.52084539239415,manufacturing
COPM001202602261731017664,BATCH-202602-982,M001,Tata Steel,Copper,metal,16.09,56.31,0.92,3962692,1769939526.263288,,e8cd0be502d3d3aa,22.73052277373477,86.2163965247196,manufacturing
PETM003202602261731017493,BATCH-202602-774,M003,Dixit E-Waste,PET Plastic,plastic,36.44,91.09,0.85,3939539,1769939676.220598,,632ab5f2455229d2,28.644997045676707,77.24973960795282,manufacturing
ALUM002202602261731011911,BATCH-202602-074,M002,Relacy Plastics,Aluminum,metal,16.01,128.11,0.95,3997962,1769939866.066585,,0bad6282819575b0,19.140310175501032,72.92105654364721,manufacturing
STEM007202602261731012663,BATCH-202602-915,M007,Apple India,Steel,metal,34.69,62.45,0.88,3939895,1769939952.293492,,39187d6893707edc,13.036197897464499,77.63471771566795,manufacturing
E-WM007202602261731013797,BATCH-202602-144,M007,Apple India,E-Waste PCB,e_waste,26.47,397.01,0.7,3980528,1769940323.602289,,d5d7f0671b00d181,12.951481131662813,77.55395020464299,manufacturing
COPM008202602261731011170,BATCH-202602-713,M008,Samsung India,Copper,metal,20.08,70.26,0.92,3967231,1769940753.910258,,f99ded33c3284f65,28.568092606081812,77.33559491829652,manufacturing
ALUM007202602261731016176,BATCH-202602-393,M007,Apple India,Aluminum,metal,34.49,275.89,0.95,3988407,1769940767.616671,,c6196b73687cf821,12.88626363689329,77.53745147982703,manufacturing
PETM005202602261731013500,BATCH-202602-598,M005,GreenGlass India,PET Plastic,plastic,39.72,99.29,0.85,3911967,1769940832.773067,,25c8d000a295fc42,12.982703863922868,77.60766924939931,manufacturing
LITM005202602261731018939,BATCH-202602-080,M005,GreenGlass India,Lithium Battery,e_waste,14.09,352.31,0.6,3946340,1769940998.444941,,40eac52bfb95b369,12.925943021416437,77.55854191368375,manufacturing
ALUM006202602261731019104,BATCH-202602-210,M006,Amul Dairy,Aluminum,metal,13.36,106.91,0.95,3959684,1769941260.135475,,da9f01878ec1d2da,22.639510694311227,73.02674571406722,manufacturing
E-WM001202602261731015392,BATCH-202602-633,M001,Tata Steel,E-Waste PCB,e_waste,7.56,113.47,0.7,3962533,1769941755.051294,,8c0c0f2e506958a1,22.822653133768533,86.30230317467527,manufacturing
ORGM008202602261731019314,BATCH-202602-758,M008,Samsung India,Organic Waste,organic,49.52,9.9,0.95,3935187,1769941837.902542,1797762637.902542,5aeddef6ada5d4e7,28.520471488907507,77.33589337214597,manufacturing
PETM001202602261731013378,BATCH-202602-437,M001,Tata Steel,PET Plastic,plastic,44.94,112.34,0.85,3984458,1769942599.7709,,414c5e3b2ee1218a,22.765602027199375,86.14205987457913,manufacturing
E-WM008202602261731015014,BATCH-202602-923,M008,Samsung India,E-Waste PCB,e_waste,20.93,313.92,0.7,3956424,1769942600.016491,,f5fe106a8050946b,28.58042786738126,77.30504145748304,manufacturing
E-WM008202602261731018439,BATCH-202602-674,M008,Samsung India,E-Waste PCB,e_waste,13.83,207.47,0.7,3910437,1769942863.910413,,b4ceff81256be66d,28.629454102760324,77.42223455140348,manufacturing
GLAM006202602261731011154,BATCH-202602-982,M006,Amul Dairy,Glass,glass,4.31,3.45,0.8,3966448,1769943247.183122,,86619f245918786b,22.509191375401162,72.93492182770618,manufacturing
HDPM001202602261731011196,BATCH-202602-125,M001,Tata Steel,HDPE Plastic,plastic,5.97,13.73,0.9,3940444,1769943619.474226,,6a27814292fab4b1,22.777877381560145,86.2949085858482,manufacturing
HDPM004202602261731011397,BATCH-202602-209,M004,Kumar Paper Mills,HDPE Plastic,plastic,33.6,77.28,0.9,3914929,1769943746.989025,,fb53bcbdd16747be,13.010812518628375,80.17174725712474,manufacturing
PAPM006202602261731019381,BATCH-202602-807,M006,Amul Dairy,Paper/Cardboard,paper,22.28,11.14,0.75,3925206,1769943924.694005,1778929524.694005,a60b6288c37a7f72,22.63391407660022,72.98048808503334,manufacturing
GLAM005202602261731018743,BATCH-202602-022,M005,GreenGlass India,Glass,glass,2.8,2.24,0.8,3929395,1769943942.687581,,63d4212fd116756e,13.059839920309397,77.49788323214199,manufacturing
ALUM005202602261731016617,BATCH-202602-441,M005,GreenGlass India,Aluminum,metal,48.22,385.74,0.95,3926949,1769944300.140828,,34c72be9c9726c87,13.068688902492745,77.6282702642791,manufacturing
E-WM003202602261731018777,BATCH-202602-447,M003,Dixit E-Waste,E-Waste PCB,e_waste,11.42,171.3,0.7,3955451,1769944311.254131,,a9d337d5b31a8987,28.565351019109542,77.18856738630663,manufacturing
GLAM006202602261731018347,BATCH-202602-447,M006,Amul Dairy,Glass,glass,6.31,5.05,0.8,3918594,1769944620.265194,,e35b79251db2be77,22.548300832217578,73.01516646541423,manufacturing
ALUM005202602261731016873,BATCH-202602-990,M005,GreenGlass India,Aluminum,metal,5.63,45.01,0.95,3984771,1769945080.455483,,d917d63dda1c8806,12.879969921440361,77.64573922261204,manufacturing
STEM006202602261731015703,BATCH-202602-380,M006,Amul Dairy,Steel,metal,39.33,70.79,0.88,3953583,1769945125.486419,,4498131d6c325c4b,22.6245705826068,72.8552823373007,manufacturing
ALUM001202602261731011449,BATCH-202602-266,M001,Tata Steel,Aluminum,metal,33.19,265.53,0.95,3922970,1769945742.167565,,8cdbefe5784078b2,22.890777767667082,86.29020254701636,manufacturing
ORGM003202602261731012701,BATCH-202602-224,M003,Dixit E-Waste,Organic Waste,organic,1.33,0.27,0.95,3926273,1769945758.837713,1795001758.837713,956493ade4e6cbb9,28.561617307492565,77.19058209771705,manufacturing
LITM001202602261731014171,BATCH-202602-819,M001,Tata Steel,Lithium Battery,e_waste,25.08,627.0,0.6,3921863,1769946447.846652,,93c8a146b918f57b,22.705376442901972,86.17195253614292,manufacturing
HDPM004202602261731019558,BATCH-202602-466,M004,Kumar Paper Mills,HDPE Plastic,plastic,32.67,75.15,0.9,3930130,1769946492.748873,,ddf5f4c3a1655f39,13.17020466591774,80.36366195107387,manufacturing
PETM007202602261731011151,BATCH-202602-820,M007,Apple India,PET Plastic,plastic,35.71,89.28,0.85,3988481,1769946577.696608,,a20ee32d8a07d54a,12.939035963455941,77.51551945034683,manufacturing
HDPM007202602261731017405,BATCH-202602-945,M007,Apple India,HDPE Plastic,plastic,4.99,11.47,0.9,3977781,1769946947.617547,,7a5b8355ee8e219f,12.967702834947666,77.5864812042223,manufacturing
E-WM001202602261731015231,BATCH-202602-282,M001,Tata Steel,E-Waste PCB,e_waste,2.56,38.47,0.7,3957169,1769947061.413618,,2f4bcbcc34d4ea17,22.77084411259267,86.21899544396953,manufacturing
E-WM005202602261731013528,BATCH-202602-361,M005,GreenGlass India,E-Waste PCB,e_waste,23.18,347.64,0.7,3963389,1769947441.078653,,80cd6773a3d27a7e,12.875148522988127,77.59775300557506,manufacturing
E-WM007202602261731012608,BATCH-202602-824,M007,Apple India,E-Waste PCB,e_waste,39.33,589.99,0.7,3911779,1769947667.753599,,66a17d8fa6dbc464,12.97385065351713,77.49491298058207,manufacturing
PAPM001202602261731018828,BATCH-202602-252,M001,Tata Steel,Paper/Cardboard,paper,10.62,5.31,0.75,3927254,1769947837.71395,1781266237.71395,bc1eb9c1e3b1cd9a,22.841391070530257,86.12752083777659,manufacturing
HDPM003202602261731019363,BATCH-202602-199,M003,Dixit E-Waste,HDPE Plastic,plastic,26.76,61.56,0.9,3954459,1769948559.79925,,575e8feff6d1d305,28.65937582113478,77.27278972030497,manufacturing
PETM002202602261731017339,BATCH-202602-415,M002,Relacy Plastics,PET Plastic,plastic,28.75,71.88,0.85,3980149,1769948608.321869,,b6d454743a326639,19.16937730450661,72.84956204050607,manufacturing
STEM008202602261731013345,BATCH-202602-161,M008,Samsung India,Steel,metal,23.43,42.18,0.88,3964890,1769948657.173551,,fd59579d5d6d1249,28.48963998892318,77.41950761047838,manufacturing
ALUM002202602261731018105,BATCH-202602-989,M002,Relacy Plastics,Aluminum,metal,20.47,163.74,0.95,3971492,1769948869.531553,,98bd957e727ba031,18.976933827516028,72.88445652056845,manufacturing
ALUM002202602261731019757,BATCH-202602-815,M002,Relacy Plastics,Aluminum,metal,24.85,198.82,0.95,3998440,1769948941.024179,,a2045545bf0fca5e,19.150388121401974,72.9640559910297,manufacturing
E-WM007202602261731012237,BATCH-202602-096,M007,Apple India,E-Waste PCB,e_waste,44.07,660.99,0.7,3961627,1769949034.840461,,a56e7f722c0c2d0c,13.021560476574638,77.63354072314552,manufacturing
ALUM004202602261731018662,BATCH-202602-701,M004,Kumar Paper Mills,Aluminum,metal,45.39,363.12,0.95,3931825,1769949116.451903,,fc5bddd8e63a3ea1,13.156898630341178,80.36175780496887,manufacturing
PAPM001202602261731019072,BATCH-202602-204,M001,Tata Steel,Paper/Cardboard,paper,41.56,20.78,0.75,3936340,1769949529.87608,1780058329.87608,fa92a14b76393bbd,22.822382341822337,86.30013546737163,manufacturing
GLAM007202602261731011485,BATCH-202602-462,M007,Apple India,Glass,glass,39.29,31.43,0.8,3972333,1769949619.121108,,0b1d181702a99885,12.94276223954117,77.68282856899414,manufacturing
COPM008202602261731016468,BATCH-202602-579,M008,Samsung India,Copper,metal,36.85,128.99,0.92,3921671,1769949915.462684,,1f323882c4ca9fd8,28.5916176420932,77.39735248744223,manufacturing
ORGM007202602261731011623,BATCH-202602-797,M007,Apple India,Organic Waste,organic,48.09,9.62,0.95,3940170,1769950376.306264,1776775976.306264,e56db75cbc09502c,12.953786427267874,77.57756822841226,manufacturing
LITM006202602261731019005,BATCH-202602-060,M006,Amul Dairy,Lithium Battery,e_waste,18.72,468.12,0.6,3993494,1769950631.949285,,80dc2bc71b6d0f11,22.649803751266063,72.97603284112034,manufacturing
